node,lng,lat
244,116.4555494,39.9498101
245,116.455243,39.9510421
246,116.4556559,39.9503874
247,116.4556261,39.9505309
248,116.455406,39.9511173
249,116.4557236,39.9508908
250,116.4556219,39.951193
251,116.4547637,39.951798
252,116.4513683,39.9451745
253,116.4786611,39.9300034
254,116.4841774,39.9325092
255,116.483935,39.9270513
256,116.483935,39.9222364
257,116.4839415,39.9211743
258,116.4837142,39.9395822
259,116.48375,39.9329136
260,116.4690363,39.9663912
261,116.4752049,39.9623004
262,116.4802879,39.9580328
263,116.48113,39.9569791
264,116.4818988,39.9558968
265,116.483027,39.9534262
266,116.4607431,39.9675538
267,116.4688425,39.9750774
268,116.4605652,39.9676093
269,116.4612344,39.9680097
270,116.4837527,39.9319697
271,116.4837292,39.9270513
272,116.4836609,39.9222305
273,116.4836768,39.9211682
274,116.4836967,39.9151322
275,116.4836822,39.9112532
276,116.48362,39.9088023
277,116.4835982,39.9047615
278,116.4835721,39.8901599
279,116.4836252,39.887173
280,116.483633,39.882798
281,116.48362,39.8776873
282,116.4830837,39.8724244
283,116.4830367,39.8721724
284,116.482033,39.8659273
285,116.4812927,39.8613807
286,116.4803328,39.8554411
287,116.4796188,39.8509959
288,116.4791517,39.8487252
289,116.4775095,39.8453233
290,116.4763178,39.8439902
291,116.4669483,39.8374928
292,116.4658383,39.8367818
293,116.4622121,39.8344898
294,116.4567484,39.8325259
295,116.453127,39.8320399
296,116.4525293,39.8319798
297,116.4430014,39.8309376
298,116.4396662,39.830935
299,116.4357842,39.8309377
300,116.4302263,39.8309378
301,116.4273936,39.8309452
302,116.4268173,39.8309475
303,116.4095165,39.8309535
304,116.4089156,39.8309473
305,116.3987812,39.8309332
306,116.3924623,39.8307993
307,116.3620232,39.829927
308,116.3229152,39.8293845
309,116.2945688,39.8293786
310,116.2850693,39.8300064
311,116.2825624,39.8316871
312,116.2823323,39.8319837
313,116.2814395,39.8339064
314,116.2809838,39.8361164
315,116.2794884,39.8412135
316,116.2775403,39.8507429
317,116.277389,39.8646227
318,116.2758611,39.8676472
319,116.2733285,39.8715283
320,116.2723656,39.8736948
321,116.2720621,39.874502
322,116.2693764,39.8817587
323,116.2686986,39.8837546
324,116.2681243,39.8901997
325,116.2683467,39.941276
326,116.2686018,39.944176
327,116.2689529,39.9468613
328,116.2693968,39.9497238
329,116.269161,39.9613633
330,116.2687218,39.9662325
331,116.2692258,39.9677658
332,116.2762577,39.9722838
333,116.2821321,39.9762944
334,116.2862705,39.9804655
335,116.2865723,39.9807255
336,116.2936802,39.9835573
337,116.3137873,39.9841969
338,116.3267286,39.9846056
339,116.3280315,39.9659957
340,116.3354479,39.9850103
341,116.3439853,39.9853012
342,116.3508531,39.9855326
343,116.3476655,39.9850321
344,116.3504939,39.9853809
345,116.3519855,39.9854242
346,116.2681463,39.8971539
347,116.2681692,39.9085962
348,116.2681673,39.9097471
349,116.2687705,39.9148458
350,116.2692013,39.918004
351,116.269154,39.9295989
352,116.2683048,39.937503
353,116.4448781,39.9587701
354,116.4379987,39.9632541
355,116.4302365,39.9679973
356,116.4276597,39.968246
357,116.3896753,39.9672159
358,116.3681082,39.9667114
359,116.3673815,39.9666733
360,116.360574,39.9664657
361,116.3436266,39.9663756
362,116.3371164,39.9663106
363,116.3253,39.9661848
364,116.3242434,39.9661402
365,116.3205757,39.9659968
366,116.3136765,39.9652645
367,116.3022226,39.9590459
368,116.3029863,39.9558482
369,116.3034311,39.9508756
370,116.3040841,39.9297231
371,116.3040481,39.9259855
372,116.3040922,39.9094065
373,116.3041436,39.8991451
374,116.3047005,39.8808828
375,116.3055321,39.8735061
376,116.3058422,39.8705807
377,116.3063279,39.8666242
378,116.3064393,39.8655843
379,116.3067505,39.862817
380,116.3092218,39.8583263
381,116.312964,39.8542364
382,116.3178803,39.8494872
383,116.3268121,39.8475658
384,116.3347757,39.8475308
385,116.337826,39.8478403
386,116.3392361,39.8481165
387,116.3428553,39.8491172
388,116.3443903,39.8495283
389,116.3584547,39.8534269
390,116.3649731,39.855212
391,116.3657404,39.8553561
392,116.3793939,39.8557229
393,116.3813989,39.8556956
394,116.3878937,39.8556511
395,116.389456,39.8557727
396,116.4014747,39.8556623
397,116.4066854,39.8556068
398,116.409276,39.8556244
399,116.4136888,39.8557095
400,116.4180202,39.8564368
401,116.4269445,39.8572201
402,116.4339172,39.8574831
403,116.4400633,39.8574438
404,116.4455359,39.8590824
405,116.4466851,39.8598808
406,116.4502602,39.8627677
407,116.4516911,39.8639319
408,116.4533689,39.8652825
409,116.4543366,39.8663401
410,116.4549432,39.8690922
411,116.4550077,39.8728332
412,116.4551206,39.8782973
413,116.4553529,39.8904282
414,116.4554144,39.8934623
415,116.4554936,39.8971138
416,116.4779186,39.9750498
417,116.4344506,39.9827327
418,116.4356605,39.9846119
419,116.4375811,39.9874783
420,116.44509,40.0004414
421,116.4787776,40.1102202
422,116.4774778,40.1319167
423,116.4788218,40.1539033
424,116.482208,40.172457
425,116.4831682,40.1777797
426,116.4847612,40.186756
427,116.4879715,40.1969861
428,116.4923747,40.204771
429,116.5521625,40.2523457
430,116.4837153,39.9491334
431,116.4834819,39.9325046
432,116.4556674,39.9311767
433,116.4557143,39.9208604
434,116.4558576,39.9353528
435,116.4553012,39.9353675
436,116.455306,39.9378859
437,116.4552828,39.9323132
438,116.4552621,39.9282476
439,116.4552131,39.921442
440,116.4551887,39.9181634
441,116.4552448,39.9156945
442,116.4554986,39.9151061
443,116.4554328,39.912209
444,116.4552343,39.9091239
445,116.455146,39.9048642
446,116.4560142,39.9050642
447,116.4556238,39.9043335
448,116.4557456,39.9080962
449,116.4563543,39.9082996
450,116.4591674,39.9072681
451,116.4559468,39.907331
452,116.4552508,39.9073253
453,116.4511156,39.9071392
454,116.455852,39.9070899
455,116.4588882,39.9070945
456,116.452375,39.907103
457,116.4555784,39.909522
458,116.4549336,39.9083367
459,116.4542214,39.9071109
460,116.4555573,39.9080947
461,116.4554327,39.9230992
462,116.4554261,39.9168886
463,116.4556196,39.9131786
464,116.4557809,39.913182
465,116.4555701,39.9169084
466,116.4555839,39.9231022
467,116.3731913,39.9468856
468,116.4720953,39.921531
469,116.5117972,39.9218829
470,116.3523304,39.943008
471,116.3498562,39.9416304
472,116.3451631,39.9387944
473,116.3478366,39.9390829
474,116.4590381,39.9067681
475,116.4835203,39.9286545
476,116.48347,39.930152
477,116.4834697,39.9304576
478,116.4837242,39.9297131
479,116.4820733,39.955959
480,116.3187721,39.906041
481,116.3251895,39.9059957
482,116.3358909,39.9059106
483,116.3500849,39.9059078
484,116.2995281,39.9062615
485,116.3081381,39.9062566
486,116.4692862,39.9070094
487,116.3470102,39.8968796
488,116.3504737,39.9091426
489,116.4301085,39.9012372
490,116.4300194,39.9007459
491,116.4303158,39.8991509
492,116.4368575,39.8971312
493,116.581972,40.0731258
494,116.5832155,40.062061
495,116.5842101,40.0543322
496,116.5816292,40.0491445
497,116.5810907,40.0486798
498,116.5755719,40.0439156
499,116.5734964,40.0417635
500,116.5706797,40.0385142
501,116.5654081,40.0346744
502,116.5532509,40.0290623
503,116.5451102,40.0265426
504,116.5181474,40.0169984
505,116.5083646,40.0107932
506,116.5081335,40.0105729
507,116.4830763,39.9878844
508,116.584715,40.0773227
509,116.5824899,40.0757601
510,116.582604,40.0754501
511,116.582138,40.0731091
512,116.4377799,39.870827
513,116.4084956,39.8709157
514,116.3813123,39.8698574
515,116.3675991,39.86889
516,116.3641009,39.8686401
517,116.3595495,39.8681471
518,116.3565136,39.8676839
519,116.3506758,39.8671296
520,116.3488551,39.8671402
521,116.3460658,39.8672506
522,116.3432116,39.8759549
523,116.3426459,39.894415
524,116.4836771,39.9712808
525,116.4837902,39.9662793
526,116.4819236,39.9876974
527,116.4834104,39.9866942
528,116.4834329,39.9865436
529,116.4537604,39.9531812
530,116.453234,39.9528726
531,116.4836825,39.9576587
532,116.4890466,39.9616538
533,116.48384,39.9653474
534,116.4838602,39.9651447
535,116.483711,39.9526265
536,116.494351,39.952643
537,116.494438,39.9522001
538,116.4884868,39.9540271
539,116.488536,39.9526491
540,116.4557223,39.9219101
541,116.4551993,39.9219211
542,116.463535,39.9218197
543,116.4608683,39.9218919
544,116.4289313,39.9233038
545,116.4286277,39.9233927
546,116.4279434,39.9233799
547,116.4276729,39.9232484
548,116.4276003,39.9229749
549,116.4276536,39.9228485
550,116.4278482,39.9227278
551,116.4286265,39.9227115
552,116.4289509,39.9228719
553,116.4112829,39.9228805
554,116.4046137,39.9228879
555,116.3962128,39.9220797
556,116.3854505,39.9216829
557,116.3822302,39.9210213
558,116.38066,39.9209921
559,116.3803448,39.9210754
560,116.3773512,39.9212334
561,116.3766766,39.9212647
562,116.427903,39.9400393
563,116.4272374,39.9400333
564,116.5176205,39.9073304
565,116.5199713,39.9078038
566,116.5198963,39.9080829
567,116.5173896,39.9075762
568,116.4417219,39.9505838
569,116.4286555,39.9479735
570,116.4418606,39.9504886
571,116.4277011,39.96837
572,116.4262556,39.9686046
573,116.3678948,39.902634
574,116.3702435,39.9027581
575,116.3678165,39.9058344
576,116.3680621,39.8984225
577,116.3676249,39.9133382
578,116.3681868,39.8932651
579,116.3920601,39.8912918
580,116.3920943,39.8900234
581,116.3616483,39.8878789
582,116.3766769,39.8880846
583,116.3784775,39.8881566
584,116.3808764,39.8881981
585,116.3871636,39.8887348
586,116.3905844,39.8896141
587,116.394851,39.8906143
588,116.4000803,39.9228808
589,116.4556852,39.9359995
590,116.4719216,39.8414317
591,116.4730138,39.8416824
592,116.3711164,39.9211446
593,116.3673426,39.9210766
594,116.3715346,39.913177
595,116.3754967,39.9129968
596,116.375691,39.909774
597,116.3754537,39.9142307
598,116.3755936,39.9212561
599,116.4106041,39.9394373
600,116.4376374,39.9323907
601,116.438347,39.9398753
602,116.44237,39.9350657
603,116.4345187,39.9210999
604,116.4398586,39.9209297
605,116.4835196,39.923833
606,116.4839102,39.9151358
607,116.4841147,39.9238467
608,116.4718799,39.9071514
609,116.471944,39.9122999
610,116.4440292,39.9119975
611,116.4305921,39.9118894
612,116.4348077,39.9118761
613,116.4440286,39.9163504
614,116.4552493,39.9254866
615,116.448951,39.9219866
616,116.3350278,39.8963004
617,116.3230845,39.8959802
618,116.3336002,39.9059627
619,116.3390834,39.9126107
620,116.3378111,39.9268295
621,116.322901,39.9059991
622,116.3898289,39.8984344
623,116.3891085,39.8891822
624,116.1514774,39.7669887
625,116.1479056,39.7632526
626,116.1447093,39.7602991
627,116.2513817,39.8643135
628,116.231603,39.8516691
629,116.206361,39.8414713
630,116.2174553,39.8438404
631,116.2230286,39.8465352
632,116.2198641,39.8447663
633,116.2048863,39.8399216
634,116.1969355,39.8068662
635,116.1975365,39.8085789
636,116.1992253,39.8108651
637,116.1926919,39.7927641
638,116.193666,39.7949859
639,116.1956736,39.8008943
640,116.3231135,39.8924996
641,116.2903586,39.878634
642,116.2759307,39.8756
643,116.3057848,39.8839226
644,116.4552891,39.9437066
645,116.4552926,39.9425126
646,116.4382658,39.9425474
647,116.4404881,39.9411027
648,116.4109996,39.981993
649,116.4247394,39.9821459
650,116.4318278,39.9821166
651,116.401107,39.9669491
652,116.4020771,39.9471366
653,116.4291556,39.9118787
654,116.4331475,39.9072171
655,116.4627707,39.9847809
656,116.4593739,39.9869484
657,116.4565421,39.9958432
658,116.4766441,39.9912067
659,116.4570458,39.9849756
660,116.4640112,39.991316
661,116.4617563,39.9959521
662,116.4615729,40.0003595
663,116.461457,40.0035823
664,116.4611373,40.0103201
665,116.4565554,39.9996741
666,116.456811,40.0035846
667,116.4540997,39.9995871
668,116.472569,40.0007148
669,116.4515138,39.9956057
670,116.4398143,39.9943797
671,116.4672692,40.0005551
672,116.4604248,39.9819408
673,116.4766534,39.9829673
674,116.4283713,39.9230606
675,116.4279784,39.9322869
676,116.4288925,39.9150301
677,116.3472549,39.9751157
678,116.3394595,39.9750353
679,116.4560813,39.9748671
680,116.4404747,39.9847531
681,116.4311242,39.9878875
682,116.4186235,39.9876061
683,116.4060509,39.9872292
684,116.4040431,39.9871957
685,116.3978675,39.9870602
686,116.3966765,39.9870396
687,116.3829955,39.9866128
688,116.3640407,39.9860856
689,116.3476711,39.9762586
690,116.3475168,39.9756373
691,116.3636753,39.9752752
692,116.3595023,39.9752196
693,116.3892213,39.9477741
694,116.3891134,39.9500958
695,116.3994599,39.9478339
696,116.3420811,39.9750596
697,116.4124029,39.8958165
698,116.4129265,39.8863913
699,116.4145195,39.8825302
700,116.3467725,39.9661821
701,116.3556263,39.9661353
702,116.3108795,39.9384932
703,116.3138335,39.9379934
704,116.3239754,39.9371884
705,116.346339,39.9368461
706,116.3465845,39.9361708
707,116.365833,39.9470026
708,116.3813189,39.9855815
709,116.3457006,40.0233
710,116.3455845,40.0238671
711,116.3454137,40.0243775
712,116.2933031,39.988258
713,116.2948189,39.9754762
714,116.2950159,39.9739449
715,116.2976192,39.9707884
716,116.3018201,39.9620826
717,116.3708911,39.990905
718,116.36433,39.9996344
719,116.3497478,40.0190499
720,116.3481118,40.0212247
721,116.3471166,40.0225658
722,116.3455649,40.0244765
723,116.3359294,40.0369193
724,116.331624,40.0425176
725,116.3737394,39.981444
726,116.3752189,39.974753
727,116.3029555,40.0158058
728,116.306249,40.0163004
729,116.323261,40.0198499
730,116.4552772,40.0137693
731,116.3386877,39.9851479
732,116.3345421,39.9846817
733,116.4519043,40.0141484
734,116.4911871,39.9975735
735,116.4910927,39.9998268
736,116.3377919,39.9848877
737,116.4474347,40.0154549
738,116.5817508,40.0490482
739,116.5822185,40.0495139
740,116.441476,40.0172069
741,116.3354118,39.9771255
742,116.4929254,39.9960061
743,116.4909847,40.0004348
744,116.490405,40.0013592
745,116.4643803,40.0137663
746,116.3495308,40.0195939
747,116.2988706,39.9894612
748,116.2983116,39.9961848
749,116.3275109,39.9751915
750,116.3115429,39.9747452
751,116.3151745,39.9658581
752,116.3135522,39.969802
753,116.351017,39.9392129
754,116.352506,39.9390433
755,116.4294788,39.9095765
756,116.4293376,39.9103577
757,116.3737671,39.9263809
758,116.3877954,39.9750715
759,116.387947,39.9750089
760,116.4972792,40.0004794
761,116.3439757,39.9854679
762,116.3525568,39.9857615
763,116.3518848,39.9858922
764,116.349788,39.985823
765,116.3423679,39.9855531
766,116.3470879,39.9850142
767,116.3468509,39.9851229
768,116.3467948,39.9857916
769,116.3470346,39.9859912
770,116.347588,39.9860149
771,116.3478641,39.9858699
772,116.3472968,39.9839679
773,116.3469875,39.9703191
774,116.3473428,39.9653029
775,116.4382692,39.9447249
776,116.4369882,39.9460816
777,116.4334157,39.9534282
778,116.4334187,39.9582104
779,116.4430883,39.953476
780,116.4482317,39.9580377
781,116.4494734,39.9587813
782,116.451241,39.960012
783,116.4518925,39.9606115
784,116.4599713,39.9679038
785,116.4399931,39.9555614
786,116.4361199,39.9582991
787,116.4281989,39.9531463
788,116.4402148,39.9488261
789,116.4342657,39.9468536
790,116.4381376,39.949724
791,116.4380072,39.9538456
792,116.4634501,39.9213326
793,116.515322,39.9157447
794,116.5279991,39.9155194
795,116.484164,39.9392717
796,116.4893603,39.9322757
797,116.4786492,39.9268619
798,116.4786127,39.921597
799,116.4722164,39.9269085
800,116.4749464,39.9297585
801,116.4761451,39.9324883
802,116.5865713,40.0803348
803,116.5852981,40.0798025
804,116.5848748,40.078029
805,116.5874855,40.0769929
806,116.5842923,40.0767659
807,116.5851962,40.0768746
808,116.5871435,40.0770431
809,116.4121788,39.8996345
810,116.4150411,39.8725354
811,116.415237,39.8681258
812,116.4152508,39.8557204
813,116.416601,39.8559722
814,116.3923376,39.8851202
815,116.3958482,39.8858609
816,116.4112557,39.8866008
817,116.4125171,39.8860019
818,116.3786957,39.8848296
819,116.3923755,39.8795878
820,116.3938396,39.8687014
821,116.3941271,39.867655
822,116.3942489,39.8640092
823,116.389124,39.8821005
824,116.3909594,39.8821703
825,116.3922369,39.8820985
826,116.3788449,39.8819431
827,116.3811289,39.8819195
828,116.3839031,39.8819654
829,116.3869767,39.8820528
830,116.3869848,39.8793357
831,116.3893084,39.8794168
832,116.391102,39.8794795
833,116.4015212,39.8867716
834,116.4188009,39.8826502
835,116.4252753,39.8827779
836,116.4316058,39.8830132
837,116.4341819,39.8830811
838,116.4418437,39.8832873
839,116.45004,39.8831967
840,116.4710363,39.8830248
841,116.4787691,39.8829903
842,116.4161388,39.8859868
843,116.4215567,39.8860545
844,116.413336,39.8855238
845,116.4250678,39.8850112
846,116.4216119,39.892216
847,116.435107,39.8923952
848,116.4369275,39.8923816
849,116.4402224,39.8923461
850,116.4496263,39.8922799
851,116.4550394,39.8921804
852,116.4555996,39.8921705
853,116.4664635,39.8920879
854,116.4713424,39.8919881
855,116.4840688,39.8919891
856,116.3395458,39.896547
857,116.3429898,39.8964607
858,116.3452728,39.8965558
859,116.3469994,39.8966692
860,116.3488555,39.8968808
861,116.3548481,39.8980487
862,116.3571154,39.8980853
863,116.3424919,39.8943941
864,116.3424351,39.8913051
865,116.3175965,39.8958447
866,116.3241015,39.8958251
867,116.3057716,39.89582
868,116.312675,39.8958413
869,116.3202222,39.8885614
870,116.3201386,39.8887916
871,116.3230807,39.8955231
872,116.3228091,39.9063873
873,116.3364876,39.9011604
874,116.3366428,39.9017774
875,116.3525482,39.8880973
876,116.3104116,39.8859149
877,116.2251697,39.8477189
878,116.3308435,39.9915777
879,116.3340768,39.9916524
880,116.3589183,39.9923744
881,116.3808518,39.9931125
882,116.3628331,39.9924886
883,116.3311311,39.9975242
884,116.3210837,39.9896935
885,116.3209057,39.9881535
886,116.3211279,39.984223
887,116.3091413,39.9985965
888,116.288959,39.995646
889,116.3156977,39.9910941
890,116.3091142,39.9979528
891,116.3345083,39.9853608
892,116.3338279,39.9993755
893,116.3100279,39.9986183
894,116.3223681,39.9961362
895,116.3292488,39.9965465
896,116.3092445,40.0035689
897,116.3124209,40.0113811
898,116.3117751,40.0148366
899,116.310317,40.016684
900,116.3075968,40.0248972
901,116.3114735,40.0285793
902,116.3072004,40.0278306
903,116.3007036,40.0340945
904,116.3007439,40.0339876
905,116.3045488,40.0349209
906,116.3047212,40.0349658
907,116.3046705,40.0350801
908,116.3044981,40.0350353
909,116.3049283,40.0344971
910,116.30474,40.0344604
911,116.3088825,40.0360254
912,116.3035826,40.0370322
913,116.3033811,40.0369735
914,116.2991179,40.0442786
915,116.2904006,40.0408918
916,116.2958181,40.0431986
917,116.2931416,40.0475523
918,116.3016653,40.0365443
919,116.3003432,40.038863
920,116.2989058,40.0413122
921,116.2974367,40.0437758
922,116.3012839,40.0470419
923,116.4382248,39.967381
924,116.4487685,39.9792555
925,116.4490608,39.9796159
926,116.4471056,39.9671352
927,116.4438746,39.9590608
928,116.4439588,39.9595467
929,116.4188368,39.9578902
930,116.419087,39.9484891
931,116.4188197,39.9607781
932,116.4186026,39.9677416
933,116.4262917,39.9503467
934,116.4350553,39.9648208
935,116.42778,39.9434083
936,116.4226057,39.943189
937,116.4193184,39.943326
938,116.4195596,39.9350353
939,116.4304239,39.9322423
940,116.4304387,39.9302262
941,116.4323783,39.9397913
942,116.433523,39.9322725
943,116.4336682,39.9352143
944,116.4558485,39.9307292
945,116.4578311,39.9307139
946,116.4608282,39.9306289
947,116.4824164,39.9079808
948,116.4807353,39.9071411
949,116.4755599,39.9071369
950,116.4835,39.9089248
951,116.4816294,39.9071356
952,116.4840876,39.9043203
953,116.4841347,39.9046008
954,116.4854391,39.9056081
955,116.4849088,39.9074883
956,116.4854831,39.90756
957,116.4831528,39.9073647
958,116.4834133,39.904448
959,116.4836716,39.9027707
960,116.4839188,39.9112573
961,116.483081,39.9044678
962,116.4830935,39.9038465
963,116.4832079,39.9035373
964,116.4831101,39.9034645
965,116.4835206,39.9033773
966,116.4846686,39.9039127
967,116.488682,39.906417
968,116.4889989,39.9064741
969,116.4904899,39.906535
970,116.4855495,39.9054306
971,116.4869295,39.9061291
972,116.4889617,39.9065957
973,116.490285,39.9066102
974,116.4854715,39.9066386
975,116.4855143,39.9057648
976,116.4853483,39.9056862
977,116.4838007,39.904776
978,116.4822134,39.9059068
979,116.4783604,39.9066915
980,116.4804514,39.9066231
981,116.4831699,39.9046184
982,116.4856583,39.9052986
983,116.4849213,39.9083868
984,116.4848527,39.9085895
985,116.4833322,39.9091462
986,116.4888268,39.9070366
987,116.4884858,39.9070604
988,116.4853896,39.9076936
989,116.4788034,39.9069894
990,116.4716369,39.8991463
991,116.4711296,39.8700727
992,116.4616265,39.8700611
993,116.5376524,39.9154225
994,116.5382624,39.9090819
995,116.5428499,39.8722977
996,116.5057687,39.8211061
997,116.49941,39.8187066
998,116.4981822,39.8182535
999,116.5040253,39.7917715
1000,116.4947921,40.0005815
1001,116.4934853,40.0008583
1002,116.489696,40.002336
1003,116.4642661,40.0139073
1004,116.4564511,40.0139048
1005,116.4537755,40.0140369
1006,116.4519515,40.0143127
1007,116.4474239,40.015611
1008,116.4470162,40.0157343
1009,116.4447539,40.0164275
1010,116.4415779,40.017362
1011,116.4316793,40.0202105
